"category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","23","Other type of class (e.g., cooking class)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","24","Other education-related (e.g., field trip)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","25","Vocational education",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","26","Daycare or preschool",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","30","Grocery shopping",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","31","Get gas",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","32","Other routine shopping (e.g., pharmacy)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","33","Errand without appointment (e.g., post office, dry cleaning)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","34","Medical visit (e.g., doctor, dentist)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","36","Shopping for major item (e.g., furniture, car)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","37","Errand with appointment (e.g., haircut, accountant)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","40","Pick-up/drop-off to/from childcare/preschool/adult care",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","41","Pick-up/drop-off to/from K-12 school or college",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","42","Pick-up/drop-off to/from other person's workplace",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","43","Pick-up/drop-off to/from other person's scheduled activity (e.g., lesson, appointment)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","44","Other place to pick-up/drop-off",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","45","Pick-up/drop-off to/from other person's home",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","50","Dine out/get coffee or take-out",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","51","Exercise (e.g., gym, jog, bike, walk dog)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","52","Social (e.g., visit friends/relatives)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","53","Leisure/entertain/cultural (e.g., cinema, museum)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","54","Religious/civic/volunteer activity",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","55","Vacation/traveling",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","56","Family activity (e.g., watch child's game)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","60","Change/transfer mode (e.g., wait for bus, change planes)",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","61","Other errand",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","62","Other social/leisure/vacation activity",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","99","Other reason",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","100","To/from other person's home",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","101","Split loop purpose",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","995","Missing: Skip logic",NA
"Trips","d_purpose","Why did you stop here (at destination)?",NA,"Destination purpose","997","Other purpose",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","14","School-related",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","-9998","Missing: Non-response",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","1","Home",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","2","Work",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","3","Work-related",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","4","School",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","5","Escort",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","6","Shop",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","7","Meal",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","8","Social/Recreation",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","9","Errand/Other",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","10","Change mode",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","995","Missing: Skip logic",NA
"Trips","d_purpose_category",NA,NA,"Destination purpose category ","997","Other",NA
"Trips","d_purpose_category_imputed",NA,NA,"Destination purpose category imputed","-9998","Missing: Non-response",NA
"Trips","d_purpose_category_imputed",NA,NA,"Destination purpose category imputed","-1","Missing: Non-imputable",NA
"Trips","d_purpose_category_imputed",NA,NA,"Destination purpose category imputed","1","Home",NA
"Trips","d_purpose_category_imputed",NA,NA,"Destination purpose category imputed","2","Work",NA
"Trips","d_purpose_category_imputed",NA,NA,"Destination purpose category imputed","3","Work-related",NA
"Trips","d_purpose_category_imputed",NA,NA,"Destination purpose category imputed","4","School",NA
"Trips","d_purpose_category_imputed",NA,NA,"Destination purpose category imputed","5","Escort",NA
"Trips","d_purpose_category_imputed",NA,NA,"Destination purpose category imputed","6","Shop",NA
"Trips","d_purpose_category_imputed",NA,NA,"Destination purpose category imputed","7","Meal",NA
