"","which_table","variable","wt_field","category","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"485",NA,"bike_park_loc",NA,"Trips",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","995","Missing: Skip logic",NA
"486",NA,"bike_park_loc",NA,"Trips",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","997","Other",NA
"487",NA,"bus_payment_type",NA,"Trips","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","-9999","Missing: Technical error",NA
"488",NA,"bus_payment_type",NA,"Trips","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","-9998","Missing: Non-response",NA
"489",NA,"bus_payment_type",NA,"Trips","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","1","Free (no cost at all)",NA
"490",NA,"bus_payment_type",NA,"Trips","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","2","Used transit Go-To card or pass (any type)",NA
"491",NA,"bus_payment_type",NA,"Trips","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","3","Cash, credit card, token(s), or ticket(s)",NA
"492",NA,"bus_payment_type",NA,"Trips","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","4","Don't know",NA
"493",NA,"bus_payment_type",NA,"Trips","How did you pay the bus fare?","If used bus mode; if adult for participation groups 1 and 3","Bus fare payment method","995","Missing: Skip logic",NA
"494",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","-9998","Missing: Non-response",NA
"495",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","1","Went home",NA
"496",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","10","Primary workplace","If employed"
"497",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","11","Work-related activity (e.g., meeting, delivery, worksite)","If employed"
"498",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","12","Traveling for work (e.g., going to airport)","If employed"
"499",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","13","Volunteering","If employed"
"500",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","14","Other work-related","If employed"
"501",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","21","K-12 school",NA
"502",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","22","College/university",NA
"503",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","23","Other type of class (e.g., cooking class)",NA
"504",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","24","Other education-related (e.g., field trip)",NA
"505",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","25","Vocational education",NA
"506",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","26","Daycare or preschool",NA
"507",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","30","Grocery shopping",NA
"508",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","31","Get gas",NA
"509",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","32","Other routine shopping (e.g., pharmacy)",NA
"510",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","33","Errand without appointment (e.g., post office, dry cleaning)",NA
"511",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","34","Medical visit (e.g., doctor, dentist)",NA
"512",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","36","Shopping for major item (e.g., furniture, car)",NA
"513",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","37","Errand with appointment (e.g., haircut, accountant)",NA
"514",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","40","Pick-up/drop-off to/from childcare/preschool/adult care",NA
"515",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","41","Pick-up/drop-off to/from K-12 school or college",NA
"516",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","42","Pick-up/drop-off to/from other person's workplace",NA
"517",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","43","Pick-up/drop-off to/from other person's scheduled activity (e.g., lesson, appointment)",NA
"518",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","44","Other place to pick-up/drop-off",NA
"519",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","45","Pick-up/drop-off to/from other person's home",NA
"520",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","50","Dine out/get coffee or take-out",NA
"521",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","51","Exercise (e.g., gym, jog, bike, walk dog)",NA
"522",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","52","Social (e.g., visit friends/relatives)",NA
"523",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","53","Leisure/entertain/cultural (e.g., cinema, museum)",NA
"524",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","54","Religious/civic/volunteer activity",NA
"525",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","55","Vacation/traveling",NA
"526",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","56","Family activity (e.g., watch child's game)",NA
"527",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","60","Change/transfer mode (e.g., wait for bus, change planes)",NA
"528",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","61","Other errand",NA
"529",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","62","Other social/leisure/vacation activity",NA
"530",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","99","Other reason",NA
"531",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","100","To/from other person's home",NA
"532",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","101","Split loop purpose",NA
"533",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","995","Missing: Skip logic",NA
"534",NA,"d_purpose",NA,"Trips","Why did you stop here (at destination)?",NA,"Destination purpose","997","Other purpose",NA
"535",NA,"d_purpose_category",NA,"Trips",NA,NA,"Destination purpose category ","14","School-related",NA
"536",NA,"d_purpose_category",NA,"Trips",NA,NA,"Destination purpose category ","-9998","Missing: Non-response",NA
"537",NA,"d_purpose_category",NA,"Trips",NA,NA,"Destination purpose category ","1","Home",NA
"538",NA,"d_purpose_category",NA,"Trips",NA,NA,"Destination purpose category ","2","Work",NA
"539",NA,"d_purpose_category",NA,"Trips",NA,NA,"Destination purpose category ","3","Work-related",NA
"540",NA,"d_purpose_category",NA,"Trips",NA,NA,"Destination purpose category ","4","School",NA
"541",NA,"d_purpose_category",NA,"Trips",NA,NA,"Destination purpose category ","5","Escort",NA
"542",NA,"d_purpose_category",NA,"Trips",NA,NA,"Destination purpose category ","6","Shop",NA
"543",NA,"d_purpose_category",NA,"Trips",NA,NA,"Destination purpose category ","7","Meal",NA
