"","category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic","which_table","wt_field"
"336","Commute","work_uses_incentives","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses cash/incentives for carpooling, walking, or biking to work","-9998","Missing: Non-response",NA,"per","person_weight"
"337","Commute","work_uses_incentives","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses cash/incentives for carpooling, walking, or biking to work","0","No",NA,"per","person_weight"
"338","Commute","work_uses_incentives","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses cash/incentives for carpooling, walking, or biking to work","1","Yes",NA,"per","person_weight"
"339","Commute","work_uses_incentives","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses cash/incentives for carpooling, walking, or biking to work","995","Missing: Skip logic",NA,"per","person_weight"
"340","Commute","work_uses_none","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses none of the above commute benefits","-9998","Missing: Non-response",NA,"per","person_weight"
"341","Commute","work_uses_none","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses none of the above commute benefits","0","No",NA,"per","person_weight"
"342","Commute","work_uses_none","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses none of the above commute benefits","1","Yes",NA,"per","person_weight"
"343","Commute","work_uses_none","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses none of the above commute benefits","995","Missing: Skip logic",NA,"per","person_weight"
"344","Commute","work_uses_shuttle","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized shuttle service","-9998","Missing: Non-response",NA,"per","person_weight"
"345","Commute","work_uses_shuttle","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized shuttle service","0","No",NA,"per","person_weight"
"346","Commute","work_uses_shuttle","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized shuttle service","1","Yes",NA,"per","person_weight"
"347","Commute","work_uses_shuttle","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized shuttle service","995","Missing: Skip logic",NA,"per","person_weight"
"348","Commute","work_uses_tnc","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized Uber, Lyft, or other smartphone-app ride service","-9998","Missing: Non-response",NA,"per","person_weight"
"349","Commute","work_uses_tnc","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized Uber, Lyft, or other smartphone-app ride service","0","No",NA,"per","person_weight"
"350","Commute","work_uses_tnc","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized Uber, Lyft, or other smartphone-app ride service","1","Yes",NA,"per","person_weight"
"351","Commute","work_uses_tnc","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized Uber, Lyft, or other smartphone-app ride service","995","Missing: Skip logic",NA,"per","person_weight"
"352","Commute","work_uses_transit","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized transit fare","-9998","Missing: Non-response",NA,"per","person_weight"
"353","Commute","work_uses_transit","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized transit fare","0","No",NA,"per","person_weight"
"354","Commute","work_uses_transit","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized transit fare","1","Yes",NA,"per","person_weight"
"355","Commute","work_uses_transit","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized transit fare","995","Missing: Skip logic",NA,"per","person_weight"
"356","Commute","work_uses_vanpool","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized vanpool","-9998","Missing: Non-response",NA,"per","person_weight"
"357","Commute","work_uses_vanpool","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized vanpool","0","No",NA,"per","person_weight"
"358","Commute","work_uses_vanpool","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized vanpool","1","Yes",NA,"per","person_weight"
"359","Commute","work_uses_vanpool","Which of the following commute benefits do you currently use? Select all that apply.","If work offers this benefit","Uses free/subsidized vanpool","995","Missing: Skip logic",NA,"per","person_weight"
"360","Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","-9998","Missing: Non-response",NA,"trip","trip_weight"
"361","Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","1","In my house/apartment (includes garage, porch, storage area)","If purpose was ""home""","trip","trip_weight"
"362","Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","2","Bike rack",NA,"trip","trip_weight"
"363","Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","3","Bike locker",NA,"trip","trip_weight"
"364","Trips","bike_park_loc",NA,"If used bike mode; if adult for participation groups 1 and 3","Bike parking location","4","Secured bike room",NA,"trip","trip_weight"
