which_table,category,variable,survey_question,variable_logic,variable_label,value,value_label,value_logic,wt_field
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,23,"Other type of class (e.g., cooking class)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,24,"Other education-related (e.g., field trip)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,25,Vocational education,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,26,Daycare or preschool,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,30,Grocery shopping,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,31,Get gas,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,32,"Other routine shopping (e.g., pharmacy)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,33,"Errand without appointment (e.g., post office, dry cleaning)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,34,"Medical visit (e.g., doctor, dentist)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,36,"Shopping for major item (e.g., furniture, car)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,37,"Errand with appointment (e.g., haircut, accountant)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,40,Pick-up/drop-off to/from childcare/preschool/adult care,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,41,Pick-up/drop-off to/from K-12 school or college,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,42,Pick-up/drop-off to/from other person's workplace,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,43,"Pick-up/drop-off to/from other person's scheduled activity (e.g., lesson, appointment)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,44,Other place to pick-up/drop-off,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,45,Pick-up/drop-off to/from other person's home,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,50,Dine out/get coffee or take-out,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,51,"Exercise (e.g., gym, jog, bike, walk dog)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,52,"Social (e.g., visit friends/relatives)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,53,"Leisure/entertain/cultural (e.g., cinema, museum)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,54,Religious/civic/volunteer activity,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,55,Vacation/traveling,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,56,"Family activity (e.g., watch child's game)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,60,"Change/transfer mode (e.g., wait for bus, change planes)",NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,61,Other errand,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,62,Other social/leisure/vacation activity,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,99,Other reason,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,100,To/from other person's home,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,101,Split loop purpose,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,995,Missing: Skip logic,NA,trip_weight
trip,Survey metadata,d_purpose,Why did you stop here (at destination)?,NA,NA,997,Other purpose,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,14,School-related,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,-9998,Missing: Non-response,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,1,Home,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,2,Work,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,3,Work-related,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,4,School,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,5,Escort,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,6,Shop,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,7,Meal,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,8,Social/Recreation,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,9,Errand/Other,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,10,Change mode,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,995,Missing: Skip logic,NA,trip_weight
trip,Survey metadata,d_purpose_category,Destination purpose category ,NA,Destination purpose category ,997,Other,NA,trip_weight
trip,Trips,d_purpose_category_broad,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - very broad categories,NA,NA,NA,trip_weight
trip,Trips,d_purpose_category_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - broad categories,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,d_purpose_category_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - broad categories,-1,Missing: Non-imputable,NA,trip_weight
trip,Trips,d_purpose_category_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - broad categories,1,Home,NA,trip_weight
trip,Trips,d_purpose_category_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - broad categories,2,Work,NA,trip_weight
trip,Trips,d_purpose_category_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - broad categories,3,Work-related,NA,trip_weight
trip,Trips,d_purpose_category_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - broad categories,4,School,NA,trip_weight
trip,Trips,d_purpose_category_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - broad categories,5,Escort,NA,trip_weight
trip,Trips,d_purpose_category_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - broad categories,6,Shop,NA,trip_weight
trip,Trips,d_purpose_category_imputed,"What type of place were you going to? Derived from respondent's answer, and verified against location data.",NA,Destination place type - broad categories,7,Meal,NA,trip_weight
