which_table,category,variable,variable_label,survey_question,variable_logic,value,value_label,wt_field
per,,race_black_african_999,Race/Ethnicity Black African -- Prefer not to answer,,"Asked if responded """"Black, African, African American"""" race/ethnicity",995,Missing,person_weight
per,,race_black_african_other,NA,,NA,NA,NA,person_weight
per,,race_ethnicity,NA,,NA,NA,NA,person_weight
per,,race_ethnicity_detailed,NA,,NA,NA,NA,person_weight
per,,race_hispanic_1,Race/Ethnicity Hispanic -- Cuban,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",0,Not selected,person_weight
per,,race_hispanic_1,Race/Ethnicity Hispanic -- Cuban,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",1,Selected,person_weight
per,,race_hispanic_1,Race/Ethnicity Hispanic -- Cuban,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",995,Missing,person_weight
per,,race_hispanic_2,"Race/Ethnicity Hispanic -- Mexican, Mexican American, Chicano",,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",0,Not selected,person_weight
per,,race_hispanic_2,"Race/Ethnicity Hispanic -- Mexican, Mexican American, Chicano",,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",1,Selected,person_weight
per,,race_hispanic_2,"Race/Ethnicity Hispanic -- Mexican, Mexican American, Chicano",,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",995,Missing,person_weight
per,,race_hispanic_3,Race/Ethnicity Hispanic -- Puerto Rican,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",0,Not selected,person_weight
per,,race_hispanic_3,Race/Ethnicity Hispanic -- Puerto Rican,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",1,Selected,person_weight
per,,race_hispanic_3,Race/Ethnicity Hispanic -- Puerto Rican,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",995,Missing,person_weight
per,,race_hispanic_997,Race/Ethnicity Hispanic -- Another Hispanic Origin,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",0,Not selected,person_weight
per,,race_hispanic_997,Race/Ethnicity Hispanic -- Another Hispanic Origin,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",1,Selected,person_weight
per,,race_hispanic_997,Race/Ethnicity Hispanic -- Another Hispanic Origin,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",995,Missing,person_weight
per,,race_hispanic_998,Race/Ethnicity Hispanic -- Don't know,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",0,Not selected,person_weight
per,,race_hispanic_998,Race/Ethnicity Hispanic -- Don't know,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",1,Selected,person_weight
per,,race_hispanic_998,Race/Ethnicity Hispanic -- Don't know,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",995,Missing,person_weight
per,,race_hispanic_999,Race/Ethnicity Hispanic -- Prefer not to answer,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",0,Not selected,person_weight
per,,race_hispanic_999,Race/Ethnicity Hispanic -- Prefer not to answer,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",1,Selected,person_weight
per,,race_hispanic_999,Race/Ethnicity Hispanic -- Prefer not to answer,,"Asked if responded """"Hispanic, Latinx, Latino"""" race/ethnicity",995,Missing,person_weight
per,,race_hispanic_other,NA,,NA,NA,NA,person_weight
per,,relationship,Relationship to household person number 1,,NA,0,Self,person_weight
per,,relationship,Relationship to household person number 1,,NA,1,Husband/wife/spouse,person_weight
per,,relationship,Relationship to household person number 1,,NA,2,Son/daughter/in-law,person_weight
per,,relationship,Relationship to household person number 1,,NA,3,Father/mother/in-law,person_weight
per,,relationship,Relationship to household person number 1,,NA,4,Brother/sister/in-law,person_weight
per,,relationship,Relationship to household person number 1,,NA,5,"Other relative (e.g., grandchild, cousin)",person_weight
per,,relationship,Relationship to household person number 1,,NA,6,Roommate/friend,person_weight
per,,relationship,Relationship to household person number 1,,NA,7,Household help,person_weight
per,,relationship,Relationship to household person number 1,,NA,8,Unmarried partner,person_weight
per,,relationship,Relationship to household person number 1,,NA,995,Missing,person_weight
per,,relationship,Relationship to household person number 1,,NA,997,Other nonrelative,person_weight
per,,remote_class_freq,Number of days last week class taken from somewhere besides home or school,,If child who is not cared for at home or attending daycare,1,6-7 days,person_weight
per,,remote_class_freq,Number of days last week class taken from somewhere besides home or school,,If child who is not cared for at home or attending daycare,2,5 days,person_weight
per,,remote_class_freq,Number of days last week class taken from somewhere besides home or school,,If child who is not cared for at home or attending daycare,3,4 days,person_weight
per,,remote_class_freq,Number of days last week class taken from somewhere besides home or school,,If child who is not cared for at home or attending daycare,4,3 days,person_weight
per,,remote_class_freq,Number of days last week class taken from somewhere besides home or school,,If child who is not cared for at home or attending daycare,5,2 days,person_weight
per,,remote_class_freq,Number of days last week class taken from somewhere besides home or school,,If child who is not cared for at home or attending daycare,6,1 day,person_weight
per,,remote_class_freq,Number of days last week class taken from somewhere besides home or school,,If child who is not cared for at home or attending daycare,995,Missing,person_weight
per,,remote_class_freq,Number of days last week class taken from somewhere besides home or school,,If child who is not cared for at home or attending daycare,996,None,person_weight
per,,school_attend,Structure of classes,,If child and not homeschooled,1,"All in-person classes at school (e.g., 4 or 5 days/week)",person_weight
per,,school_attend,Structure of classes,,If child and not homeschooled,2,"Partially in-person at school (e.g., only mornings/afternoons or 1-3 days/week)",person_weight
per,,school_attend,Structure of classes,,If child and not homeschooled,3,All remote/online classes (no in-person classes),person_weight
per,,school_attend,Structure of classes,,If child and not homeschooled,995,Missing,person_weight
per,,school_bg_2010,NA,,NA,NA,NA,person_weight
per,,school_bg_2020,NA,,NA,NA,NA,person_weight
per,,school_bus,School bus available in district,,If under age 18 and not cared for at home or homeschooled,1,Yes,person_weight
per,,school_bus,School bus available in district,,If under age 18 and not cared for at home or homeschooled,2,No,person_weight
per,,school_bus,School bus available in district,,If under age 18 and not cared for at home or homeschooled,995,Missing,person_weight
per,,school_cbg,NA,,NA,NA,NA,person_weight
per,,school_city,NA,,NA,NA,NA,person_weight
per,,school_county,School location: County,,NA,995,Missing,person_weight
per,,school_county,School location: County,,NA,27001,Aitkin,person_weight
per,,school_county,School location: County,,NA,27003,Anoka,person_weight
per,,school_county,School location: County,,NA,27005,Becker,person_weight
per,,school_county,School location: County,,NA,27007,Beltrami,person_weight
per,,school_county,School location: County,,NA,27009,Benton,person_weight
per,,school_county,School location: County,,NA,27011,Big Stone,person_weight
per,,school_county,School location: County,,NA,27013,Blue Earth,person_weight
per,,school_county,School location: County,,NA,27015,Brown,person_weight
per,,school_county,School location: County,,NA,27017,Carlton,person_weight
per,,school_county,School location: County,,NA,27019,Carver,person_weight
per,,school_county,School location: County,,NA,27021,Cass,person_weight
per,,school_county,School location: County,,NA,27023,Chippewa,person_weight
per,,school_county,School location: County,,NA,27025,Chisago,person_weight
per,,school_county,School location: County,,NA,27027,Clay,person_weight
per,,school_county,School location: County,,NA,27029,Clearwater,person_weight
per,,school_county,School location: County,,NA,27031,Cook,person_weight
per,,school_county,School location: County,,NA,27033,Cottonwood,person_weight
per,,school_county,School location: County,,NA,27035,Crow Wing,person_weight
per,,school_county,School location: County,,NA,27037,Dakota,person_weight
per,,school_county,School location: County,,NA,27039,Dodge,person_weight
per,,school_county,School location: County,,NA,27041,Douglas,person_weight
per,,school_county,School location: County,,NA,27043,Faribault,person_weight
per,,school_county,School location: County,,NA,27045,Fillmore,person_weight
per,,school_county,School location: County,,NA,27047,Freeborn,person_weight
per,,school_county,School location: County,,NA,27049,Goodhue,person_weight
per,,school_county,School location: County,,NA,27051,Grant,person_weight
per,,school_county,School location: County,,NA,27053,Hennepin,person_weight
per,,school_county,School location: County,,NA,27055,Houston,person_weight
per,,school_county,School location: County,,NA,27057,Hubbard,person_weight
per,,school_county,School location: County,,NA,27059,Isanti,person_weight
per,,school_county,School location: County,,NA,27061,Itasca,person_weight
per,,school_county,School location: County,,NA,27063,Jackson,person_weight
per,,school_county,School location: County,,NA,27065,Kanabec,person_weight
per,,school_county,School location: County,,NA,27067,Kandiyohi,person_weight
per,,school_county,School location: County,,NA,27069,Kittson,person_weight
per,,school_county,School location: County,,NA,27071,Koochiching,person_weight
per,,school_county,School location: County,,NA,27073,Lac qui Parle,person_weight
per,,school_county,School location: County,,NA,27075,Lake,person_weight
per,,school_county,School location: County,,NA,27077,Lake of the Woods,person_weight
per,,school_county,School location: County,,NA,27079,Le Sueur,person_weight
per,,school_county,School location: County,,NA,27081,Lincoln,person_weight
per,,school_county,School location: County,,NA,27083,Lyon,person_weight
per,,school_county,School location: County,,NA,27085,McLeod,person_weight
per,,school_county,School location: County,,NA,27087,Mahnomen,person_weight
per,,school_county,School location: County,,NA,27089,Marshall,person_weight
per,,school_county,School location: County,,NA,27091,Martin,person_weight
per,,school_county,School location: County,,NA,27093,Meeker,person_weight
per,,school_county,School location: County,,NA,27095,Mille Lacs,person_weight
per,,school_county,School location: County,,NA,27097,Morrison,person_weight
per,,school_county,School location: County,,NA,27099,Mower,person_weight
per,,school_county,School location: County,,NA,27101,Murray,person_weight
per,,school_county,School location: County,,NA,27103,Nicollet,person_weight
per,,school_county,School location: County,,NA,27105,Nobles,person_weight
per,,school_county,School location: County,,NA,27107,Norman,person_weight
per,,school_county,School location: County,,NA,27109,Olmsted,person_weight
per,,school_county,School location: County,,NA,27111,Otter Tail,person_weight
per,,school_county,School location: County,,NA,27113,Pennington,person_weight
per,,school_county,School location: County,,NA,27115,Pine,person_weight
per,,school_county,School location: County,,NA,27117,Pipestone,person_weight
per,,school_county,School location: County,,NA,27119,Polk,person_weight
